PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	27,83	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	80,17	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	61,55	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	48,37	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	68,9	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	18,78	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	72,56	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	97,76	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	27,83	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	32,4	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	10,92	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	72,66	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	16,71	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	62,18	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	0,26	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	43,51	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	84,15	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	29,59	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	60,79	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	18,52	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	89,83	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	46,32	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	37,94	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	59,22	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	41,49	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	99,13	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	1,08	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	17,19	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	12,96	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	47,77	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	35,82	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	1,59	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	86,06	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	14,85	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	53,61	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	90,68	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	51,07	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	53,18	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	25,32	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	37,9	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	82,11	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	17,15	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	61,2	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	56,86	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	80,06	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	44,18	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	85,85	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	45,16	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	94,01	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	39,02	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	82,64	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	67,38	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	30,41	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	79,1	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	20,33	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	31,27	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	65,89	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	66,87	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	25,14	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	56,14	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	95,68	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	89,45	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	NA	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	53,42	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	71,64	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.12 Grado de satisfacci¢n de los alumnos con las actividades complementarias	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	18,9	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	27,39	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	NA	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.11 Grado de satisfacci¢n de los profesores con la acci¢n docente	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	NA	70
